2671	nolF[Nodulation]	23.567	314	223	6	47	359	52	349	8.73e-12	58.5	42.99	135
2718	nodM[Nodulation]	26.902	368	224	11	3	338	246	600	1.47e-22	91.3	42.66	157
2721	nolG[Nodulation]	29.035	1078	708	24	1	1059	1	1040	9.52e-132	419	51.58	556
2722	nolF[Nodulation]	23.292	322	225	6	17	333	24	328	2.48e-09	50.8	40.68	131
2738	nodG[Nodulation]	53.333	240	106	3	3	237	4	242	1.69e-81	238	66.25	159
2752	nodG[Nodulation]	26.230	244	157	8	12	240	7	242	3.41e-12	57.4	45.08	110
2830	nifC[Fixation]	32.275	189	124	3	18	204	68	254	4.83e-29	104	56.08	106
2854	nodG[Nodulation]	33.333	246	160	2	4	248	1	243	2.65e-34	117	50.41	124
2876	nifH6[Fixation]	22.581	248	172	8	15	254	9	244	1.45e-07	44.3	41.53	103
293	nodQ[Nodulation]	50.000	408	199	5	29	433	25	430	5.86e-125	372	64.46	263
2937	cyp110[Fixation]	26.031	388	253	15	89	464	81	446	2.04e-28	110	47.16	183
294	nodP[Nodulation]	62.034	295	112	0	23	317	5	299	1.16e-127	360	75.59	223
2950	ntrX[Fixation]	26.061	165	78	7	20	175	30	159	7.28e-06	38.5	46.67	77
3089	nifC[Fixation]	24.091	220	151	6	56	266	73	285	4.67e-08	45.8	47.73	105
3090	nodG[Nodulation]	31.200	250	161	3	3	249	1	242	1.43e-26	97.1	48.40	121
3101	fixJ[Fixation]	39.594	197	109	3	2	191	7	200	1.05e-38	125	57.87	114
3111	nodM[Nodulation]	23.649	296	201	9	19	292	230	522	5.72e-11	56.2	43.24	128
3124	nodG[Nodulation]	30.196	255	155	9	6	251	4	244	2.70e-22	85.5	47.45	121
3149	nodG[Nodulation]	28.629	248	164	4	7	252	4	240	2.45e-24	91.7	47.18	117
3171	fixR[Fixation]	36.139	202	109	5	15	202	36	231	2.14e-28	102	51.49	104
3203	nodG[Nodulation]	32.780	241	143	6	11	234	4	242	1.11e-29	104	52.28	126
3207	fixR[Fixation]	29.457	258	157	5	2	249	33	275	4.39e-22	85.9	42.25	109
323	nifV[Fixation]	21.839	261	157	8	9	249	3	236	3.35e-06	40.0	38.31	100
3330	nodG[Nodulation]	31.325	249	152	7	4	240	1	242	6.56e-22	84.3	46.59	116
3474	fnrN[Fixation]	21.990	191	135	3	21	205	40	222	9.53e-08	44.3	40.84	78
3526	nodG[Nodulation]	29.762	252	166	4	5	253	1	244	6.34e-26	95.5	46.83	118
3531	nodM[Nodulation]	23.889	360	219	12	5	316	252	604	1.58e-14	66.6	42.50	153
3549	nodG[Nodulation]	33.333	246	155	5	4	244	1	242	7.38e-32	110	50.81	125
364	nolA[Fixation]	28.037	107	70	1	4	110	13	112	4.31e-11	51.6	53.27	57
3641	nodG[Nodulation]	34.000	250	156	5	4	250	1	244	6.00e-32	111	53.60	134
3673	rpoN2[Fixation]	55.218	527	214	9	1	515	1	517	0.0	556	70.97	374
3691	glnD[Fixation]	74.605	949	229	3	24	960	1	949	0.0	1440	85.35	810
3736	nolR[Nodulation]	30.682	88	54	2	10	93	27	111	1.70e-07	40.0	53.41	47
3784	ntrY[Fixation]	25.076	331	210	13	73	384	392	703	1.39e-14	68.2	45.02	149
3790	fixJ[Fixation]	23.767	223	141	5	5	224	7	203	1.13e-12	58.2	45.29	101
3849	fixR[Fixation]	28.205	273	134	10	5	249	37	275	7.74e-16	68.6	42.86	117
3898	nodG[Nodulation]	25.751	233	158	6	1	224	1	227	1.95e-15	66.6	45.92	107
3899	fixR[Fixation]	35.223	247	137	8	6	237	37	275	2.48e-29	104	48.99	121
3933	cyp110[Fixation]	27.200	375	255	12	103	468	78	443	4.11e-33	123	47.47	178
3967	nolR[Nodulation]	43.478	92	52	0	16	107	24	115	3.26e-21	75.5	60.87	56
3970	nodG[Nodulation]	34.677	248	150	4	8	248	1	243	3.36e-38	127	53.23	132
3976	nodG[Nodulation]	33.197	244	157	4	14	253	1	242	2.66e-27	99.0	46.72	114
402	ntrC[Fixation]	27.879	165	103	3	3	163	6	158	2.44e-11	55.5	46.06	76
4031	fixJ[Fixation]	26.540	211	126	5	5	210	9	195	5.76e-12	55.8	44.08	93
410	fixJ[Fixation]	24.336	226	146	9	28	251	5	207	8.78e-08	44.3	43.81	99
419	nolG[Nodulation]	28.805	1038	710	13	1	1021	2	1027	1.65e-137	434	51.25	532
4193	nodG[Nodulation]	30.000	250	158	4	6	249	4	242	1.92e-28	102	49.60	124
420	nolF[Nodulation]	23.473	311	211	8	70	368	54	349	2.64e-11	57.4	42.44	132
4201	nodG[Nodulation]	31.727	249	161	4	4	250	1	242	2.59e-33	114	53.01	132
421	nodG[Nodulation]	28.958	259	155	4	8	257	4	242	2.32e-26	96.7	45.17	117
4279	nodG[Nodulation]	29.644	253	165	5	5	253	1	244	3.45e-28	101	48.62	123
4298	nodG[Nodulation]	34.855	241	156	1	7	246	4	244	5.08e-40	132	51.45	124
430	glnT[Fixation]	27.318	399	255	12	62	443	53	433	5.94e-30	114	41.35	165
4303	nodG[Nodulation]	31.200	250	154	7	5	244	2	243	3.27e-24	90.9	47.20	118
4353	fixI[Fixation]	24.640	625	390	18	40	656	193	744	5.65e-27	109	42.88	268
4356	glnG[Fixation]	26.380	163	108	2	8	170	6	156	5.15e-17	72.0	49.08	80
4359	nifC[Fixation]	30.112	269	177	5	6	272	21	280	7.07e-32	112	51.67	139
4360	nifC[Fixation]	28.440	218	148	3	59	272	64	277	2.30e-25	95.5	52.29	114
4365	nodG[Nodulation]	24.227	194	136	4	3	189	1	190	1.60e-10	52.8	43.30	84
4375	nodG[Nodulation]	32.129	249	158	8	16	260	1	242	6.10e-27	98.2	51.00	127
4392	nodG[Nodulation]	31.278	227	148	5	12	235	5	226	7.83e-22	84.3	47.14	107
4409	cyp110[Fixation]	25.750	400	268	13	50	437	42	424	2.72e-36	132	46.75	187
4604	fixR[Fixation]	28.571	259	157	5	6	253	35	276	1.54e-27	100	48.65	126
4642	nodE[Nodulation]	36.235	425	241	9	1	419	1	401	9.43e-72	224	54.35	231
4661	MTH_664[Fixation]	58.929	112	46	0	1	112	4	115	2.22e-44	134	77.68	87
4662	glnA[Fixation]	58.439	474	192	4	1	469	1	474	0.0	563	73.21	347
4675	nodM[Nodulation]	76.316	608	141	3	1	608	1	605	0.0	942	85.03	517
4703	hfq[Fixation]	74.359	78	20	0	1	78	1	78	1.33e-42	127	83.33	65
4705	ntrX[Fixation]	67.253	455	146	3	1	454	1	453	0.0	615	80.44	366
4706	ntrY[Fixation]	49.932	735	353	8	6	736	1	724	0.0	668	70.20	516
4707	ntrC[Fixation]	91.684	481	40	0	3	483	4	484	0.0	912	97.09	467
4708	ntrB[Fixation]	81.201	383	71	1	3	385	2	383	0.0	607	89.30	342
474	fnrN[Fixation]	27.119	177	127	1	46	222	48	222	1.39e-16	69.7	49.15	87
4836	nodG[Nodulation]	26.636	214	130	7	1	203	1	198	1.29e-10	52.8	45.33	97
4901	nifC[Fixation]	24.481	241	152	7	3	227	29	255	8.74e-10	50.8	45.64	110
4923	nifC[Fixation]	25.248	202	133	5	76	260	80	280	9.76e-12	56.6	48.02	97
4943	nodG[Nodulation]	31.429	245	152	6	11	248	7	242	3.35e-28	101	49.39	121
4944	nodG[Nodulation]	36.066	244	152	2	4	246	1	241	7.86e-42	137	52.87	129
5004	nodG[Nodulation]	29.150	247	167	4	10	253	1	242	7.94e-28	100	48.58	120
5036	nodG[Nodulation]	30.319	188	127	2	8	191	4	191	7.74e-19	75.9	48.40	91
5045	nodG[Nodulation]	30.315	254	163	6	5	253	1	245	3.36e-27	98.6	48.43	123
5052	glnG[Fixation]	41.379	377	214	2	7	383	6	375	2.33e-92	281	58.36	220
508	fixR[Fixation]	30.964	197	119	7	8	194	37	226	1.30e-14	64.7	47.21	93
5095	nodG[Nodulation]	30.000	250	157	5	30	275	7	242	1.55e-23	89.7	46.00	115
5162	glnII[Fixation]	48.961	337	152	10	3	332	2	325	1.18e-101	297	62.31	210
5197	glnG[Fixation]	34.188	117	75	1	5	121	6	120	1.05e-19	76.3	55.56	65
5202	glnG[Fixation]	32.456	114	74	2	9	122	6	116	6.33e-12	54.3	50.00	57
526	nodG[Nodulation]	46.531	245	123	3	4	242	1	243	3.60e-73	217	66.53	163
5260	nodT[Nodulation]	54.865	483	205	4	1	477	1	476	2.96e-175	494	71.43	345
5270	hesA1[Fixation]	32.283	254	155	3	1	251	1	240	4.24e-32	112	48.82	124
528	nodE[Nodulation]	38.849	417	236	5	2	417	3	401	9.85e-80	245	54.20	226
5312	fixR[Fixation]	29.268	205	134	5	55	253	79	278	1.50e-14	64.7	47.80	98
5313	nodE[Nodulation]	33.415	410	255	8	2	404	3	401	5.08e-57	186	50.49	207
5355	nolF[Nodulation]	34.862	327	212	1	50	376	39	364	7.99e-60	191	57.80	189
5356	nolG[Nodulation]	50.733	1023	498	5	1	1020	1	1020	0.0	996	69.89	715
5426	nodD3[Nodulation]	62.458	301	113	0	1	301	1	301	9.83e-144	400	77.08	232
5430	nodA[Nodulation]	65.641	195	66	1	3	196	16	210	1.60e-95	270	80.51	157
5432	nodF[Nodulation]	46.237	93	50	0	1	93	1	93	5.63e-29	93.6	70.97	66
5433	nodE[Nodulation]	76.617	402	94	0	1	402	1	402	0.0	609	86.32	347
5445	fixG[Fixation]	68.689	511	158	1	14	522	11	521	0.0	750	81.02	414
5446	fixH[Fixation]	48.062	129	65	2	11	138	14	141	8.56e-35	113	58.91	76
5447	fixI[Fixation]	72.897	749	198	2	1	747	1	746	0.0	1066	82.78	620
5455	fixL[Fixation]	65.102	490	167	2	25	510	16	505	0.0	630	78.78	386
5456	fixJ[Fixation]	47.783	203	106	0	3	205	2	204	4.22e-64	191	66.50	135
5504	nodG[Nodulation]	37.705	244	146	4	8	251	5	242	1.76e-40	133	53.69	131
5533	nodG[Nodulation]	33.871	248	144	8	13	252	7	242	2.16e-32	112	51.21	127
5534	nolR[Nodulation]	33.000	100	63	1	12	107	6	105	7.35e-14	56.2	56.00	56
556	nodG[Nodulation]	25.726	241	170	4	7	240	4	242	2.10e-15	66.6	46.06	111
5592	fixR[Fixation]	30.769	208	132	6	3	199	35	241	3.25e-15	67.0	42.31	88
5595	fixA[Fixation]	33.184	223	136	6	1	213	1	220	9.61e-26	95.9	52.02	116
5596	fixB[Fixation]	31.298	262	163	9	62	309	97	355	3.72e-30	110	51.91	136
5604	glnG[Fixation]	35.135	111	69	1	4	114	6	113	1.10e-14	61.6	52.25	58
5644	nodD3[Nodulation]	32.660	297	188	5	4	294	1	291	3.20e-45	149	49.49	147
5647	nolR[Nodulation]	39.773	88	53	0	22	109	18	105	5.71e-18	67.0	60.23	53
5675	nodG[Nodulation]	29.630	189	123	5	1	180	1	188	4.37e-10	51.2	41.80	79
5725	nifC[Fixation]	25.000	252	148	8	9	242	34	262	2.97e-07	43.1	41.27	104
5844	nodW[Nodulation]	23.926	163	104	2	54	216	67	209	2.27e-07	42.7	41.72	68
5973	nodG[Nodulation]	27.391	230	145	5	4	220	3	223	2.44e-19	77.4	42.17	97
6044	nodW[Nodulation]	27.041	196	126	6	2	193	18	200	6.51e-07	41.2	45.92	90
6155	nolG[Nodulation]	29.451	1039	683	20	1	1008	1	1020	8.02e-133	421	51.97	540
6156	nolF[Nodulation]	25.610	328	219	6	48	360	48	365	3.24e-21	86.7	46.95	154
6196	nifC[Fixation]	21.429	238	159	7	58	287	66	283	8.77e-06	38.9	44.54	106
6204	nodG[Nodulation]	36.145	249	147	7	1	242	1	244	4.01e-32	112	52.61	131
6250	nodD1[Nodulation]	70.199	302	90	0	1	302	1	302	2.88e-157	435	83.11	251
6251	nodA[Nodulation]	67.347	196	63	1	2	196	15	210	1.72e-97	275	81.12	159
6252	nodB[Nodulation]	63.889	216	77	1	1	215	1	216	3.49e-98	278	74.54	161
6253	nodC[Nodulation]	64.557	395	132	6	1	394	1	388	1.19e-169	477	72.66	287
6254	nodS[Nodulation]	100.000	219	0	0	1	219	20	238	1.00e-166	452	100.00	219
6255	nodU[Nodulation]	73.827	554	140	2	2	553	26	576	0.0	872	85.20	472
6257	nodJ[Nodulation]	69.444	252	76	1	2	252	1	252	3.85e-105	299	78.97	199
6259	nodH[Nodulation]	100.000	249	0	0	1	249	1	249	0.0	515	100.00	249
6260	nodP[Nodulation]	100.000	299	0	0	1	299	1	299	0.0	620	100.00	299
6261	nodQ[Nodulation]	74.319	257	65	1	1	256	1	257	5.11e-138	396	85.60	220
6262	nodQ[Nodulation]	82.051	312	56	0	1	312	319	630	0.0	545	90.71	283
6274	fixU[Fixation]	74.242	66	17	0	1	66	1	66	1.02e-35	108	90.91	60
6276	frxA[Fixation]	61.290	62	24	0	1	62	1	62	4.27e-22	74.3	70.97	44
6277	fixZ[Fixation]	70.023	437	131	0	30	466	29	465	0.0	659	82.15	359
6278	nifA1[Fixation]	44.583	563	297	6	27	581	23	578	2.49e-147	431	59.68	336
6279	fixX[Fixation]	83.838	99	16	0	1	99	1	99	6.44e-65	184	91.92	91
6280	fixC[Fixation]	72.184	435	120	1	1	434	1	435	0.0	639	84.14	366
6281	fixB[Fixation]	70.109	368	109	1	1	367	1	368	0.0	526	80.98	298
6282	fixA[Fixation]	76.895	277	64	0	1	277	1	277	8.03e-159	437	88.81	246
6283	nifW[Fixation]	43.519	108	50	3	17	120	10	110	2.87e-19	71.6	55.56	60
6284	nifS1[Fixation]	57.662	385	161	2	1	385	1	383	1.24e-161	454	74.03	285
6286	hesB1[Fixation]	42.593	108	58	1	2	105	3	110	7.02e-28	92.0	60.19	65
6288	nifQ[Fixation]	63.819	199	69	2	1	196	21	219	3.83e-86	247	72.36	144
6289	rpoN1[Fixation]	53.763	465	207	3	10	474	10	466	2.74e-174	492	70.32	327
6304	nodD1[Nodulation]	68.977	303	93	1	45	346	1	303	2.58e-152	425	81.19	246
6305	nifH1[Fixation]	93.640	283	18	0	1	283	1	283	0.0	556	98.94	280
6306	nifD1[Fixation]	85.317	504	70	1	1	500	1	504	0.0	922	92.46	466
6307	nifK1[Fixation]	87.524	513	64	0	1	513	1	513	0.0	960	93.18	478
6308	nifE[Fixation]	62.687	469	174	1	28	496	3	470	0.0	633	79.74	374
6309	nifN[Fixation]	51.002	449	206	6	1	441	1	443	6.04e-158	449	67.26	302
6310	nifX[Fixation]	66.867	166	49	3	1	166	1	160	1.90e-73	211	77.11	128
6311	NGR_a01070[Fixation]	68.027	147	47	0	15	161	16	162	3.80e-72	207	79.59	117
6312	NGR_a00850[Fixation]	62.687	67	25	0	1	67	1	67	2.71e-25	82.4	79.10	53
6313	fdxB[Fixation]	77.143	105	24	0	1	105	1	105	9.28e-61	174	86.67	91
635	nifC[Fixation]	23.140	242	157	8	82	321	72	286	6.52e-09	48.9	45.04	109
6495	fixR[Fixation]	32.016	253	146	7	5	243	35	275	1.39e-26	98.2	47.43	120
6572	nodG[Nodulation]	32.806	253	155	6	16	264	1	242	6.47e-27	98.2	48.62	123
6617	nolF[Nodulation]	23.547	327	235	7	45	359	39	362	9.94e-14	64.3	45.26	148
6618	nolG[Nodulation]	23.540	1062	757	22	15	1041	3	1044	2.86e-78	271	44.44	472
6635	nodM[Nodulation]	79.934	608	119	3	1	608	1	605	0.0	995	86.84	528
6638	nolG[Nodulation]	33.075	1034	644	12	1	1001	1	1019	9.66e-172	525	53.77	556
6663	nodG[Nodulation]	31.301	246	161	4	7	250	4	243	4.96e-36	122	53.66	132
6666	cyp110[Fixation]	23.229	353	200	14	84	381	86	422	4.47e-13	62.8	41.93	148
6676	nodD1[Nodulation]	67.105	304	99	1	1	304	1	303	1.63e-150	419	82.24	250
6677	nodA[Nodulation]	65.306	196	67	1	2	196	15	210	6.48e-95	268	79.08	155
6717	glnT[Fixation]	81.149	435	82	0	1	435	1	435	0.0	764	90.34	393
6730	fixA[Fixation]	31.050	219	139	5	1	209	1	217	2.84e-23	89.0	51.14	112
6731	fixB[Fixation]	34.454	238	139	8	85	309	122	355	1.13e-30	112	52.52	125
6773	nodD1[Nodulation]	67.869	305	94	3	1	303	1	303	1.35e-146	409	80.00	244
694	glnG[Fixation]	25.664	113	82	1	15	127	6	116	1.69e-08	44.7	47.79	54
742	nodQ[Nodulation]	25.836	329	198	12	9	307	21	333	4.17e-19	82.0	42.55	140
759	nodQ[Nodulation]	25.836	329	198	12	9	307	21	333	4.17e-19	82.0	42.55	140
824	fixR[Fixation]	29.572	257	153	6	2	244	33	275	5.54e-27	99.0	44.75	115
838	fixR[Fixation]	25.243	206	138	6	5	200	31	230	9.42e-08	44.7	42.72	88
844	nodL[Nodulation]	48.352	182	90	2	1	180	1	180	4.29e-53	161	63.19	115
862	hesB2[Fixation]	37.615	109	63	1	5	108	2	110	1.72e-26	89.0	60.55	66
911	fixR[Fixation]	25.703	249	154	10	21	247	39	278	7.61e-11	53.9	44.58	111
936	fixJ[Fixation]	24.623	199	130	3	3	201	7	185	8.46e-11	52.4	44.22	88
964	nodN[Nodulation]	27.132	129	81	5	25	145	28	151	6.90e-06	37.0	43.41	56
966	nodG[Nodulation]	34.884	172	105	3	69	240	78	242	3.12e-29	103	54.65	94
